2023-05-04:14:38:12,546, Crawling next site: https://www.tennis-warehouse.com/?from=wta&utm_source=wta&utm_medium=shop_button&utm_campaign=navigation_bar
2023-05-04:14:38:12,585, Finished crawling a site with 0 distinct players mentioned and 20 hyperlinks.
2023-05-04:14:38:12,585, Crawling next site: https://www.tennisfame.com/
2023-05-04:14:38:12,692, Finished crawling a site with 0 distinct players mentioned and 0 hyperlinks.
2023-05-04:14:38:12,692, Crawling next site: https://www.twitter.com/WTA
2023-05-04:14:38:13,517, Finished crawling a site with 0 distinct players mentioned and 6 hyperlinks.
2023-05-04:14:38:13,518, Crawling next site: https://www.womenssportsfoundation.org/
2023-05-04:14:38:13,524, Finished crawling a site with 0 distinct players mentioned and 892 hyperlinks.
2023-05-04:14:38:13,524, Crawling next site: https://www.wtatennis.com
2023-05-04:14:38:13,672, Finished crawling a site with 0 distinct players mentioned and 0 hyperlinks.
2023-05-04:14:38:13,672, Crawling next site: https://www.wtatennis.com/about
2023-05-04:14:38:13,885, Finished crawling a site with 8 distinct players mentioned and 100 hyperlinks.
2023-05-04:14:38:13,885, Crawling next site: https://www.wtatennis.com/about
2023-05-04:14:38:14,142, Finished crawling a site with 8 distinct players mentioned and 100 hyperlinks.
2023-05-04:14:38:14,142, Crawling next site: https://www.wtatennis.com/about
